gene_ID,pathway_count
hsa:335,6
hsa:2026,6
hsa:1942,6
hsa:3587,6
hsa:83593,6
hsa:6342,6
hsa:2066,6
hsa:1910,6
hsa:9817,6
hsa:177,6
hsa:3577,6
hsa:64135,6
hsa:2554,6
hsa:2561,6
hsa:2539,6
hsa:5971,6
hsa:5837,6
hsa:5836,6
hsa:3563,6
hsa:5834,6
hsa:1958,6
hsa:3784,6
hsa:9945,6
hsa:2562,6
hsa:10235,6
hsa:873,6
hsa:2056,6
hsa:6319,6
hsa:3778,6
hsa:3635,6
hsa:9162,6
hsa:7533,6
hsa:1111,6
hsa:84706,6
hsa:5228,6
hsa:146,6
hsa:4191,6
hsa:5173,6
hsa:1129,6
hsa:23205,6
hsa:1431,6
hsa:4286,6
hsa:715,6
hsa:11317,6
hsa:4301,6
hsa:51433,6
hsa:7137,6
hsa:1133,6
hsa:11337,6
hsa:284,6
hsa:4329,6
hsa:11345,6
hsa:7167,6
hsa:658,6
hsa:113675,6
hsa:858,6
hsa:728343,6
hsa:728,6
hsa:23417,6
hsa:54567,6
hsa:84612,6
hsa:861,6
hsa:721,6
hsa:720,6
hsa:10892,6
hsa:2774,6
hsa:9519,6
hsa:7532,6
hsa:5328,6
hsa:9470,6
hsa:7170,6
hsa:717,6
hsa:859,6
hsa:147,6
hsa:11069,6
hsa:5139,6
hsa:139189,6
hsa:7314,6
hsa:927,6
hsa:4915,6
hsa:926,6
hsa:1211,6
hsa:925,6
hsa:1212,6
hsa:1213,6
hsa:132158,6
hsa:7010,6
hsa:1232,6
hsa:1311,6
hsa:48,6
hsa:6898,6
hsa:9140,6
hsa:8525,6
hsa:8526,6
hsa:4636,6
hsa:6908,6
hsa:8527,6
hsa:1281,6
hsa:22926,6
hsa:2923,6
hsa:5138,6
hsa:50,6
hsa:285,6
hsa:28514,6
hsa:7100,6
hsa:115004,6
hsa:2875,6
hsa:9365,6
hsa:29982,6
hsa:1373,6
hsa:231,6
hsa:50855,6
hsa:7082,6
hsa:7060,6
hsa:7059,6
hsa:6775,6
hsa:7058,6
hsa:5071,6
hsa:79966,6
hsa:6804,6
hsa:50484,6
hsa:1508,6
hsa:10993,6
hsa:6487,6
hsa:1609,6
hsa:56000,6
hsa:960,6
hsa:10482,6
hsa:10683,6
hsa:2717,6
hsa:7454,6
hsa:81616,6
hsa:1557,6
hsa:55902,6
hsa:156,6
hsa:157,6
hsa:6469,6
hsa:7448,6
hsa:1616,6
hsa:160851,6
hsa:7358,6
hsa:1577,6
hsa:1608,6
hsa:1581,6
hsa:3972,6
hsa:1607,6
hsa:1583,6
hsa:1606,6
hsa:3953,6
hsa:8218,6
hsa:8915,6
hsa:3952,6
hsa:1586,6
hsa:3283,6
hsa:2673,6
hsa:56001,6
hsa:3284,6
hsa:10333,6
hsa:2194,6
hsa:405,6
hsa:567,6
hsa:1636,6
hsa:84552,6
hsa:84532,6
hsa:8644,6
hsa:5663,6
hsa:27306,6
hsa:23710,6
hsa:1511,6
hsa:29760,5
hsa:8379,5
hsa:79602,5
hsa:3295,5
hsa:29882,5
hsa:2641,5
hsa:2567,5
hsa:2565,5
hsa:2566,5
hsa:821,5
hsa:8202,5
hsa:3419,5
hsa:2889,5
hsa:2052,5
hsa:2568,5
hsa:820,5
hsa:2569,5
hsa:239,5
hsa:29895,5
hsa:29922,5
hsa:29107,5
hsa:26285,5
hsa:843,5
hsa:29935,5
hsa:256076,5
hsa:3421,5
hsa:2266,5
hsa:25780,5
hsa:2053,5
hsa:29926,5
hsa:26275,5
hsa:29925,5
hsa:8290,5
hsa:3420,5
hsa:24146,5
hsa:2937,5
hsa:23566,5
hsa:2563,5
hsa:23562,5
hsa:3329,5
hsa:2564,5
hsa:8697,5
hsa:25847,5
hsa:333932,5
hsa:2729,5
hsa:2730,5
hsa:84693,5
hsa:2592,5
hsa:837,5
hsa:83660,5
hsa:84516,5
hsa:278,5
hsa:8353,5
hsa:277,5
hsa:3164,5
hsa:8354,5
hsa:276,5
hsa:84152,5
hsa:275,5
hsa:2530,5
hsa:26007,5
hsa:8622,5
hsa:3158,5
hsa:8358,5
hsa:2521,5
hsa:26052,5
hsa:8357,5
hsa:8356,5
hsa:8355,5
hsa:79444,5
hsa:314,5
hsa:8639,5
hsa:8352,5
hsa:279,5
hsa:2354,5
hsa:27128,5
hsa:2688,5
hsa:85417,5
hsa:221823,5
hsa:3020,5
hsa:3021,5
hsa:23175,5
hsa:3157,5
hsa:2122,5
hsa:3356,5
hsa:3032,5
hsa:3357,5
hsa:246184,5
hsa:3358,5
hsa:2689,5
hsa:3059,5
hsa:2057,5
hsa:2113,5
hsa:25906,5
hsa:2690,5
hsa:26227,5
hsa:3371,5
hsa:3242,5
hsa:2323,5
hsa:8350,5
hsa:280,5
hsa:338382,5
hsa:8351,5
hsa:29945,5
hsa:1442,5
hsa:2017,5
hsa:6608,5
hsa:675,5
hsa:5096,5
hsa:5095,5
hsa:5091,5
hsa:93408,5
hsa:6770,5
hsa:117,5
hsa:6789,5
hsa:5053,5
hsa:50507,5
hsa:5010,5
hsa:6844,5
hsa:930,5
hsa:49861,5
hsa:119504,5
hsa:9267,5
hsa:9266,5
hsa:9265,5
hsa:4891,5
hsa:51094,5
hsa:116,5
hsa:51144,5
hsa:11343,5
hsa:51733,5
hsa:9415,5
hsa:51529,5
hsa:664,5
hsa:5151,5
hsa:5144,5
hsa:51434,5
hsa:5143,5
hsa:5142,5
hsa:115650,5
hsa:5141,5
hsa:51378,5
hsa:6688,5
hsa:51284,5
hsa:6720,5
hsa:51208,5
hsa:345456,5
hsa:51164,5
hsa:4882,5
hsa:4852,5
hsa:4833,5
hsa:9104,5
hsa:131873,5
hsa:7015,5
hsa:4548,5
hsa:7037,5
hsa:1352,5
hsa:4478,5
hsa:445,5
hsa:1355,5
hsa:136,5
hsa:4599,5
hsa:9103,5
hsa:7094,5
hsa:1364,5
hsa:1365,5
hsa:1366,5
hsa:137075,5
hsa:1376,5
hsa:440275,5
hsa:4594,5
hsa:4600,5
hsa:4832,5
hsa:1291,5
hsa:1230,5
hsa:4831,5
hsa:4830,5
hsa:1233,5
hsa:1237,5
hsa:6892,5
hsa:126961,5
hsa:1280,5
hsa:1292,5
hsa:4634,5
hsa:1293,5
hsa:4671,5
hsa:4660,5
hsa:6921,5
hsa:6923,5
hsa:1297,5
hsa:1298,5
hsa:1299,5
hsa:6609,5
hsa:52,5
hsa:4363,5
hsa:5216,5
hsa:6361,5
hsa:6376,5
hsa:6382,5
hsa:10189,5
hsa:63923,5
hsa:5742,5
hsa:10201,5
hsa:9844,5
hsa:9826,5
hsa:56994,5
hsa:1031,5
hsa:64223,5
hsa:9759,5
hsa:5649,5
hsa:5634,5
hsa:5631,5
hsa:5618,5
hsa:10392,5
hsa:10393,5
hsa:6356,5
hsa:991,5
hsa:57804,5
hsa:5914,5
hsa:6120,5
hsa:6119,5
hsa:6118,5
hsa:6117,5
hsa:100132463,5
hsa:10014,5
hsa:5979,5
hsa:5933,5
hsa:100288814,5
hsa:993,5
hsa:6240,5
hsa:996,5
hsa:100506658,5
hsa:5861,5
hsa:58498,5
hsa:58484,5
hsa:995,5
hsa:5788,5
hsa:5617,5
hsa:5607,5
hsa:10449,5
hsa:5372,5
hsa:653604,5
hsa:5425,5
hsa:5424,5
hsa:5406,5
hsa:54,5
hsa:654364,5
hsa:53842,5
hsa:5373,5
hsa:657,5
hsa:54776,5
hsa:10998,5
hsa:5327,5
hsa:11035,5
hsa:5292,5
hsa:5241,5
hsa:5232,5
hsa:5230,5
hsa:5217,5
hsa:10810,5
hsa:5481,5
hsa:55916,5
hsa:6482,5
hsa:55879,5
hsa:644672,5
hsa:9663,5
hsa:10540,5
hsa:10554,5
hsa:10555,5
hsa:1056,5
hsa:64682,5
hsa:6483,5
hsa:54995,5
hsa:64900,5
hsa:64902,5
hsa:10671,5
hsa:10686,5
hsa:10714,5
hsa:1072,5
hsa:1073,5
hsa:650,5
hsa:440093,5
hsa:2570,5
hsa:3929,5
hsa:7253,5
hsa:8792,5
hsa:3659,5
hsa:384,5
hsa:1807,5
hsa:9002,5
hsa:1589,5
hsa:1743,5
hsa:1443,5
hsa:1742,5
hsa:4215,5
hsa:3574,5
hsa:731,5
hsa:1441,5
hsa:4261,5
hsa:719,5
hsa:8767,5
hsa:3595,5
hsa:1806,5
hsa:1610,5
hsa:7498,5
hsa:1737,5
hsa:8881,5
hsa:8835,5
hsa:149461,5
hsa:3714,5
hsa:7168,5
hsa:1639,5
hsa:3984,5
hsa:3601,5
hsa:1642,5
hsa:729020,5
hsa:1491,5
hsa:4158,5
hsa:1605,5
hsa:716,5
hsa:3973,5
hsa:142,5
hsa:149233,5
hsa:3728,5
hsa:8766,5
hsa:9076,5
hsa:200186,5
hsa:1392,5
hsa:9080,5
hsa:200576,5
hsa:4351,5
hsa:4353,5
hsa:8968,5
hsa:200895,5
hsa:733,5
hsa:200959,5
hsa:375189,5
hsa:1520,5
hsa:7122,5
hsa:735,5
hsa:1540,5
hsa:7220,5
hsa:9075,5
hsa:374,5
hsa:1969,5
hsa:1719,5
hsa:7148,5
hsa:7143,5
hsa:732,5
hsa:1759,5
hsa:7252,5
hsa:1513,5
hsa:140679,5
hsa:7134,5
hsa:9071,5
hsa:9073,5
hsa:9074,5
hsa:383,5
hsa:7421,5
hsa:5646,4
hsa:8332,4
hsa:5645,4
hsa:3015,4
hsa:2639,4
hsa:8334,4
hsa:56894,4
hsa:3706,4
hsa:3707,4
hsa:64240,4
hsa:83401,4
hsa:26289,4
hsa:2629,4
hsa:8331,4
hsa:8340,4
hsa:5664,4
hsa:3381,4
hsa:8339,4
hsa:8338,4
hsa:8337,4
hsa:8336,4
hsa:56477,4
hsa:8335,4
hsa:64241,4
hsa:55860,4
hsa:2648,4
hsa:5644,4
hsa:6445,4
hsa:6446,4
hsa:2678,4
hsa:3727,4
hsa:268,4
hsa:3355,4
hsa:3354,4
hsa:55669,4
hsa:2687,4
hsa:64581,4
hsa:3352,4
hsa:55586,4
hsa:27,4
hsa:64750,4
hsa:6476,4
hsa:55506,4
hsa:554313,4
hsa:3351,4
hsa:3350,4
hsa:6444,4
hsa:55748,4
hsa:6443,4
hsa:3362,4
hsa:8330,4
hsa:8329,4
hsa:338,4
hsa:26508,4
hsa:56267,4
hsa:337,4
hsa:3363,4
hsa:2653,4
hsa:3360,4
hsa:55766,4
hsa:8309,4
hsa:8294,4
hsa:56895,4
hsa:8277,4
hsa:5585,4
hsa:64399,4
hsa:64419,4
hsa:6442,4
hsa:3703,4
hsa:8348,4
hsa:8341,4
hsa:3620,4
hsa:7923,4
hsa:5792,4
hsa:83740,4
hsa:83737,4
hsa:36,4
hsa:5770,4
hsa:6354,4
hsa:83700,4
hsa:8370,4
hsa:8369,4
hsa:8342,4
hsa:8368,4
hsa:8367,4
hsa:6357,4
hsa:57571,4
hsa:3632,4
hsa:8366,4
hsa:57552,4
hsa:25942,4
hsa:8365,4
hsa:3589,4
hsa:2584,4
hsa:58494,4
hsa:25828,4
hsa:6188,4
hsa:6185,4
hsa:6184,4
hsa:790,4
hsa:79071,4
hsa:6095,4
hsa:60481,4
hsa:6041,4
hsa:3486,4
hsa:597,4
hsa:5962,4
hsa:7849,4
hsa:5915,4
hsa:353500,4
hsa:59067,4
hsa:3556,4
hsa:2582,4
hsa:5888,4
hsa:3568,4
hsa:6363,4
hsa:8364,4
hsa:6366,4
hsa:57154,4
hsa:57134,4
hsa:8349,4
hsa:5538,4
hsa:8347,4
hsa:37,4
hsa:8346,4
hsa:57118,4
hsa:8345,4
hsa:57104,4
hsa:2625,4
hsa:57084,4
hsa:2626,4
hsa:64127,4
hsa:57030,4
hsa:641371,4
hsa:8344,4
hsa:56953,4
hsa:8343,4
hsa:64170,4
hsa:2618,4
hsa:57172,4
hsa:6367,4
hsa:5723,4
hsa:6370,4
hsa:6373,4
hsa:8363,4
hsa:8362,4
hsa:8361,4
hsa:25978,4
hsa:8360,4
hsa:26,4
hsa:367,4
hsa:6383,4
hsa:6385,4
hsa:8359,4
hsa:63916,4
hsa:339896,4
hsa:3398,4
hsa:3397,4
hsa:6396,4
hsa:5741,4
hsa:5731,4
hsa:64834,4
hsa:54822,4
hsa:55326,4
hsa:2931,4
hsa:2914,4
hsa:7175,4
hsa:7173,4
hsa:4085,4
hsa:496,4
hsa:495,4
hsa:6868,4
hsa:4086,4
hsa:7171,4
hsa:4121,4
hsa:730,4
hsa:2936,4
hsa:4909,4
hsa:4908,4
hsa:4907,4
hsa:7169,4
hsa:4137,4
hsa:4860,4
hsa:4143,4
hsa:4144,4
hsa:2913,4
hsa:2912,4
hsa:683,4
hsa:5021,4
hsa:3146,4
hsa:7298,4
hsa:51102,4
hsa:7295,4
hsa:729,4
hsa:6750,4
hsa:6752,4
hsa:50940,4
hsa:50848,4
hsa:290,4
hsa:7264,4
hsa:7263,4
hsa:6785,4
hsa:79993,4
hsa:2909,4
hsa:50616,4
hsa:50615,4
hsa:723790,4
hsa:5028,4
hsa:4149,4
hsa:7166,4
hsa:4153,4
hsa:29927,4
hsa:7139,4
hsa:70,4
hsa:4311,4
hsa:79784,4
hsa:4338,4
hsa:4437,4
hsa:4436,4
hsa:3028,4
hsa:7086,4
hsa:79837,4
hsa:435,4
hsa:4357,4
hsa:440689,4
hsa:3000,4
hsa:3018,4
hsa:3017,4
hsa:7113,4
hsa:3012,4
hsa:3013,4
hsa:4627,4
hsa:4628,4
hsa:6888,4
hsa:4629,4
hsa:7161,4
hsa:4758,4
hsa:474382,4
hsa:474381,4
hsa:4734,4
hsa:2956,4
hsa:7991,4
hsa:4170,4
hsa:471,4
hsa:4199,4
hsa:4690,4
hsa:4686,4
hsa:4205,4
hsa:29851,4
hsa:30835,4
hsa:30833,4
hsa:427,4
hsa:4283,4
hsa:4297,4
hsa:3155,4
hsa:51179,4
hsa:6489,4
hsa:5408,4
hsa:388585,4
hsa:6522,4
hsa:5467,4
hsa:7514,4
hsa:54541,4
hsa:54511,4
hsa:2762,4
hsa:54363,4
hsa:54145,4
hsa:2769,4
hsa:6723,4
hsa:5407,4
hsa:7428,4
hsa:654,4
hsa:33,4
hsa:655,4
hsa:3916,4
hsa:6550,4
hsa:656,4
hsa:5347,4
hsa:3014,4
hsa:54898,4
hsa:6506,4
hsa:3836,4
hsa:27102,4
hsa:553,4
hsa:374875,4
hsa:3759,4
hsa:377841,4
hsa:552,4
hsa:3781,4
hsa:55176,4
hsa:3783,4
hsa:2731,4
hsa:7709,4
hsa:551,4
hsa:2735,4
hsa:55054,4
hsa:2736,4
hsa:2737,4
hsa:27429,4
hsa:27430,4
hsa:65018,4
hsa:5346,4
hsa:5340,4
hsa:53342,4
hsa:2826,4
hsa:7372,4
hsa:51588,4
hsa:51548,4
hsa:4023,4
hsa:51495,4
hsa:51478,4
hsa:51465,4
hsa:7350,4
hsa:7329,4
hsa:8061,4
hsa:7327,4
hsa:51380,4
hsa:7326,4
hsa:5130,4
hsa:51268,4
hsa:80271,4
hsa:286436,4
hsa:6722,4
hsa:3156,4
hsa:51701,4
hsa:6611,4
hsa:3920,4
hsa:51727,4
hsa:3290,4
hsa:5305,4
hsa:7415,4
hsa:5288,4
hsa:5287,4
hsa:5286,4
hsa:5243,4
hsa:3976,4
hsa:5226,4
hsa:3978,4
hsa:5209,4
hsa:5208,4
hsa:5207,4
hsa:3985,4
hsa:4000,4
hsa:2811,4
hsa:5175,4
hsa:401494,4
hsa:317772,4
hsa:51166,4
hsa:10,4
hsa:1101,4
hsa:114483833,4
hsa:1488,4
hsa:1493,4
hsa:1051,4
hsa:92815,4
hsa:10846,4
hsa:100861540,4
hsa:1137,4
hsa:2058,4
hsa:9380,4
hsa:1141,4
hsa:1050,4
hsa:8528,4
hsa:205,4
hsa:9374,4
hsa:2357,4
hsa:93,4
hsa:9927,4
hsa:93034,4
hsa:8440,4
hsa:2356,4
hsa:1890,4
hsa:19,4
hsa:1650,4
hsa:10062,4
hsa:10332,4
hsa:85236,4
hsa:85235,4
hsa:103,4
hsa:8453,4
hsa:1487,4
hsa:2316,4
hsa:84618,4
hsa:112744,4
hsa:10121,4
hsa:10533,4
hsa:8536,4
hsa:10120,4
hsa:124454,4
hsa:107987478,4
hsa:107987479,4
hsa:1244,4
hsa:9230,4
hsa:2272,4
hsa:1593,4
hsa:121278,4
hsa:956,4
hsa:10803,4
hsa:2069,4
hsa:122970,4
hsa:9555,4
hsa:9001,4
hsa:90,4
hsa:122809,4
hsa:9,4
hsa:122622,4
hsa:122481,4
hsa:121504,4
hsa:10873,4
hsa:204,4
hsa:1258,4
hsa:1645,4
hsa:196,4
hsa:1562,4
hsa:8740,4
hsa:23462,4
hsa:100526760,4
hsa:1564,4
hsa:10390,4
hsa:100526794,4
hsa:93432,4
hsa:1565,4
hsa:23493,4
hsa:162417,4
hsa:10952,4
hsa:23480,4
hsa:197258,4
hsa:158,4
hsa:158067,4
hsa:161,4
hsa:1603,4
hsa:1584,4
hsa:875,4
hsa:197322,4
hsa:160,4
hsa:1594,4
hsa:158983,4
hsa:159,4
hsa:1591,4
hsa:1959,4
hsa:22978,4
hsa:1551,4
hsa:1173,4
hsa:9368,4
hsa:1907,4
hsa:1908,4
hsa:151449,4
hsa:10459,4
hsa:203,4
hsa:118424,4
hsa:10458,4
hsa:994,4
hsa:201595,4
hsa:201562,4
hsa:1175,4
hsa:8897,4
hsa:9524,4
hsa:10423,4
hsa:22934,4
hsa:22938,4
hsa:8972,4
hsa:8970,4
hsa:8969,4
hsa:8790,4
hsa:10965,4
hsa:10905,4
hsa:953,4
hsa:23513,4
hsa:163,4
hsa:125061,4
hsa:95,4
hsa:246213,4
hsa:255626,4
hsa:10673,4
hsa:9583,4
hsa:1020,4
hsa:2318,4
hsa:8648,4
hsa:8850,4
hsa:2224,4
hsa:10161,4
hsa:169355,4
hsa:883,4
hsa:1438,4
hsa:10243,4
hsa:9468,4
hsa:1816,4
hsa:9061,4
hsa:9060,4
hsa:128312,4
hsa:9896,4
hsa:8647,4
hsa:11200,4
hsa:102724560,4
hsa:221613,4
hsa:1843,4
hsa:221264,4
hsa:10690,4
hsa:9636,4
hsa:2206,4
hsa:90865,4
hsa:2548,4
hsa:1756,4
hsa:10257,4
hsa:1394,4
hsa:1109,4
hsa:220074,4
hsa:1312,4
hsa:886,4
hsa:94239,4
hsa:102724334,4
hsa:84076,4
hsa:2317,4
hsa:1380,4
hsa:85465,4
hsa:84735,4
hsa:1326,4
hsa:2205,4
hsa:1439,4
hsa:11258,4
hsa:251,4
hsa:9200,4
hsa:10013,4
hsa:1453,4
hsa:8864,4
hsa:249,4
hsa:211,4
hsa:2488,4
hsa:8396,4
hsa:9223,4
hsa:248,4
hsa:8803,4
hsa:2243,4
hsa:2244,4
hsa:8802,4
hsa:9110,4
hsa:8841,4
hsa:8801,4
hsa:8694,4
hsa:92,4
hsa:250,4
hsa:8809,4
hsa:23327,4
hsa:9054,4
hsa:212,4
hsa:8630,4
hsa:1268,4
hsa:1729,4
hsa:9181,4
hsa:102157402,4
hsa:11253,4
hsa:777,3
hsa:3726,3
hsa:3704,3
hsa:3705,3
hsa:3578,3
hsa:192111,3
hsa:1917,3
hsa:8836,3
hsa:196385,3
hsa:8829,3
hsa:8833,3
hsa:1723,3
hsa:5257,3
hsa:5260,3
hsa:1741,3
hsa:374654,3
hsa:5261,3
hsa:374378,3
hsa:8764,3
hsa:1960,3
hsa:195814,3
hsa:197259,3
hsa:1740,3
hsa:8826,3
hsa:8776,3
hsa:53354,3
hsa:358,3
hsa:3624,3
hsa:5297,3
hsa:10999,3
hsa:1827,3
hsa:3612,3
hsa:3613,3
hsa:3614,3
hsa:5298,3
hsa:3615,3
hsa:11001,3
hsa:1848,3
hsa:3625,3
hsa:1854,3
hsa:3626,3
hsa:11009,3
hsa:53,3
hsa:3628,3
hsa:3631,3
hsa:11019,3
hsa:8807,3
hsa:3651,3
hsa:3633,3
hsa:7802,3
hsa:8818,3
hsa:9466,3
hsa:3581,3
hsa:1781,3
hsa:3702,3
hsa:1915,3
hsa:8821,3
hsa:109703458,3
hsa:1767,3
hsa:1768,3
hsa:1769,3
hsa:1770,3
hsa:1778,3
hsa:1780,3
hsa:3590,3
hsa:10991,3
hsa:1901,3
hsa:3687,3
hsa:1783,3
hsa:1786,3
hsa:3597,3
hsa:1788,3
hsa:1875,3
hsa:1874,3
hsa:1789,3
hsa:186,3
hsa:83933,3
hsa:954,3
hsa:1975,3
hsa:3315,3
hsa:10747,3
hsa:55072,3
hsa:3308,3
hsa:8673,3
hsa:10746,3
hsa:10744,3
hsa:55110,3
hsa:8671,3
hsa:10728,3
hsa:3294,3
hsa:3292,3
hsa:3291,3
hsa:55163,3
hsa:2168,3
hsa:10715,3
hsa:2150,3
hsa:2146,3
hsa:79603,3
hsa:3339,3
hsa:10787,3
hsa:957,3
hsa:338376,3
hsa:6511,3
hsa:8693,3
hsa:210,3
hsa:3373,3
hsa:8692,3
hsa:3361,3
hsa:54928,3
hsa:6507,3
hsa:6505,3
hsa:54947,3
hsa:54963,3
hsa:5498,3
hsa:8659,3
hsa:9601,3
hsa:6558,3
hsa:10654,3
hsa:9618,3
hsa:55300,3
hsa:3163,3
hsa:55304,3
hsa:8643,3
hsa:55312,3
hsa:3145,3
hsa:8632,3
hsa:10632,3
hsa:8625,3
hsa:64841,3
hsa:862,3
hsa:55361,3
hsa:9630,3
hsa:55367,3
hsa:79709,3
hsa:79695,3
hsa:3274,3
hsa:318,3
hsa:55191,3
hsa:3269,3
hsa:326625,3
hsa:3251,3
hsa:9611,3
hsa:79623,3
hsa:8654,3
hsa:79644,3
hsa:79646,3
hsa:10678,3
hsa:55255,3
hsa:79659,3
hsa:79671,3
hsa:3190,3
hsa:10670,3
hsa:9563,3
hsa:9562,3
hsa:10797,3
hsa:7874,3
hsa:10901,3
hsa:3467,3
hsa:346606,3
hsa:79001,3
hsa:54107,3
hsa:54187,3
hsa:201625,3
hsa:5423,3
hsa:5255,3
hsa:5426,3
hsa:5427,3
hsa:203228,3
hsa:79065,3
hsa:204219,3
hsa:8714,3
hsa:2010,3
hsa:53947,3
hsa:6520,3
hsa:2005,3
hsa:53630,3
hsa:8760,3
hsa:7841,3
hsa:9514,3
hsa:1991,3
hsa:9517,3
hsa:10928,3
hsa:351,3
hsa:53832,3
hsa:199857,3
hsa:349565,3
hsa:8741,3
hsa:53833,3
hsa:874,3
hsa:10919,3
hsa:5434,3
hsa:5435,3
hsa:79087,3
hsa:5437,3
hsa:955,3
hsa:10841,3
hsa:340485,3
hsa:10825,3
hsa:10818,3
hsa:9551,3
hsa:9554,3
hsa:54583,3
hsa:2067,3
hsa:65263,3
hsa:8698,3
hsa:5471,3
hsa:6523,3
hsa:5473,3
hsa:65220,3
hsa:8701,3
hsa:653,3
hsa:7919,3
hsa:3425,3
hsa:5440,3
hsa:79139,3
hsa:54407,3
hsa:5441,3
hsa:7915,3
hsa:9542,3
hsa:342371,3
hsa:9547,3
hsa:3423,3
hsa:10855,3
hsa:8706,3
hsa:8702,3
hsa:10850,3
hsa:54498,3
hsa:5256,3
hsa:1667,3
hsa:5238,3
hsa:123263,3
hsa:4094,3
hsa:4800,3
hsa:4801,3
hsa:9232,3
hsa:1236,3
hsa:1235,3
hsa:4074,3
hsa:123099,3
hsa:410,3
hsa:902,3
hsa:4838,3
hsa:9246,3
hsa:122618,3
hsa:7222,3
hsa:4879,3
hsa:4880,3
hsa:147179,3
hsa:411,3
hsa:7322,3
hsa:146664,3
hsa:9217,3
hsa:4756,3
hsa:4759,3
hsa:414328,3
hsa:9227,3
hsa:4763,3
hsa:4142,3
hsa:4141,3
hsa:4116,3
hsa:146754,3
hsa:1259,3
hsa:4771,3
hsa:4124,3
hsa:124975,3
hsa:4122,3
hsa:124583,3
hsa:4886,3
hsa:9249,3
hsa:4905,3
hsa:5019,3
hsa:7299,3
hsa:729920,3
hsa:5008,3
hsa:5009,3
hsa:730394,3
hsa:6833,3
hsa:7306,3
hsa:150763,3
hsa:92552,3
hsa:5020,3
hsa:8985,3
hsa:7317,3
hsa:7318,3
hsa:5023,3
hsa:5024,3
hsa:7321,3
hsa:6846,3
hsa:4988,3
hsa:686,3
hsa:7296,3
hsa:4916,3
hsa:4928,3
hsa:493911,3
hsa:728340,3
hsa:1500,3
hsa:728358,3
hsa:728819,3
hsa:92935,3
hsa:4952,3
hsa:4953,3
hsa:729230,3
hsa:4967,3
hsa:4973,3
hsa:1503,3
hsa:4985,3
hsa:125981,3
hsa:1263,3
hsa:145226,3
hsa:441024,3
hsa:1361,3
hsa:91012,3
hsa:9101,3
hsa:1371,3
hsa:910,3
hsa:91,3
hsa:137964,3
hsa:138050,3
hsa:699,3
hsa:7018,3
hsa:131890,3
